id_concessionaria,Id_Veicolo,modello,brand,nazionalita,citta,n_id_veicolo,Data_Consegna
5,WAUVFAFR7CA336904,"Explorer Sport Trac",Ford,BY,Nyakhachava,WAUVFAFR7CA336904,2022-12-21
5,WAUVFAFR7CA336904,"Explorer Sport Trac",Ford,BY,Nyakhachava,WAUVFAFR7CA336904,2023-06-13
5,WBA3T1C55FP519401,Touareg,Volkswagen,BY,Nyakhachava,NULL,NULL
5,WBANE53517B969913,GLC,Mazda,BY,Nyakhachava,WBANE53517B969913,2023-01-05
5,WBANE53517B969913,GLC,Mazda,BY,Nyakhachava,WBANE53517B969913,2023-05-06
6,19UUA8F52CA504890,"Silverado 3500",Chevrolet,ID,Mojokerto,19UUA8F52CA504890,2022-07-09
6,19UUA8F52CA504890,"Silverado 3500",Chevrolet,ID,Mojokerto,19UUA8F52CA504890,2022-11-02
6,19UUA8F52CA504890,"Silverado 3500",Chevrolet,ID,Mojokerto,19UUA8F52CA504890,2023-06-12
6,19UUA8F52CA504890,"Silverado 3500",Chevrolet,ID,Mojokerto,19UUA8F52CA504890,2024-09-13
6,1FBAX2CM4FK354144,"Suburban 2500",GMC,ID,Mojokerto,1FBAX2CM4FK354144,2022-08-07
6,1FBAX2CM4FK354144,"Suburban 2500",GMC,ID,Mojokerto,1FBAX2CM4FK354144,2022-11-29
6,1FBAX2CM4FK354144,"Suburban 2500",GMC,ID,Mojokerto,1FBAX2CM4FK354144,2023-09-15
6,1FBAX2CM4FK354144,"Suburban 2500",GMC,ID,Mojokerto,1FBAX2CM4FK354144,2024-06-29
6,1G6AB5RA6F0121697,S-Series,Saturn,ID,Mojokerto,1G6AB5RA6F0121697,2022-07-17
6,1G6AB5RA6F0121697,S-Series,Saturn,ID,Mojokerto,1G6AB5RA6F0121697,2022-11-10
6,1G6AB5RA6F0121697,S-Series,Saturn,ID,Mojokerto,1G6AB5RA6F0121697,2023-04-28
6,1G6AB5RA6F0121697,S-Series,Saturn,ID,Mojokerto,1G6AB5RA6F0121697,2024-12-04
6,1GYS4NKJ6FR330255,Dakota,Dodge,ID,Mojokerto,NULL,NULL
6,1N4AL2AP5AC284704,SL-Class,Mercedes-Benz,ID,Mojokerto,1N4AL2AP5AC284704,2022-07-18
6,1N4AL2AP5AC284704,SL-Class,Mercedes-Benz,ID,Mojokerto,1N4AL2AP5AC284704,2022-12-17
6,1N4AL2AP5AC284704,SL-Class,Mercedes-Benz,ID,Mojokerto,1N4AL2AP5AC284704,2023-08-13
6,1N4AL2AP5AC284704,SL-Class,Mercedes-Benz,ID,Mojokerto,1N4AL2AP5AC284704,2024-12-31
6,1N6BF0KL3FN743131,Sable,Mercury,ID,Mojokerto,1N6BF0KL3FN743131,2022-07-31
6,1N6BF0KL3FN743131,Sable,Mercury,ID,Mojokerto,1N6BF0KL3FN743131,2022-11-21
6,1N6BF0KL3FN743131,Sable,Mercury,ID,Mojokerto,1N6BF0KL3FN743131,2023-10-03
6,1N6BF0KL3FN743131,Sable,Mercury,ID,Mojokerto,1N6BF0KL3FN743131,2024-05-09
6,2FMGK5D80FB455243,M-Class,Mercedes-Benz,ID,Mojokerto,2FMGK5D80FB455243,2022-07-17
6,2FMGK5D80FB455243,M-Class,Mercedes-Benz,ID,Mojokerto,2FMGK5D80FB455243,2022-12-19
6,2FMGK5D80FB455243,M-Class,Mercedes-Benz,ID,Mojokerto,2FMGK5D80FB455243,2023-05-18
6,2FMGK5D80FB455243,M-Class,Mercedes-Benz,ID,Mojokerto,2FMGK5D80FB455243,2024-04-21
6,2T2BK1BA9BC159389,Tucson,Hyundai,ID,Mojokerto,2T2BK1BA9BC159389,2022-08-07
6,2T2BK1BA9BC159389,Tucson,Hyundai,ID,Mojokerto,2T2BK1BA9BC159389,2022-11-04
6,2T2BK1BA9BC159389,Tucson,Hyundai,ID,Mojokerto,2T2BK1BA9BC159389,2023-10-04
6,2T2BK1BA9BC159389,Tucson,Hyundai,ID,Mojokerto,2T2BK1BA9BC159389,2024-12-22
6,4JGDF2EE9DA361030,"Jetta III",Volkswagen,ID,Mojokerto,4JGDF2EE9DA361030,2022-07-14
6,4JGDF2EE9DA361030,"Jetta III",Volkswagen,ID,Mojokerto,4JGDF2EE9DA361030,2022-11-27
6,4JGDF2EE9DA361030,"Jetta III",Volkswagen,ID,Mojokerto,4JGDF2EE9DA361030,2023-08-05
6,4JGDF2EE9DA361030,"Jetta III",Volkswagen,ID,Mojokerto,4JGDF2EE9DA361030,2024-05-28
6,5FNYF3H44FB639163,Q7,Audi,ID,Mojokerto,NULL,NULL
6,5N1AA0NEXFN090996,"Ram 1500",Dodge,ID,Mojokerto,NULL,NULL
6,JA4AP3AU2BZ448381,Continental,Bentley,ID,Mojokerto,JA4AP3AU2BZ448381,2022-08-12
6,JA4AP3AU2BZ448381,Continental,Bentley,ID,Mojokerto,JA4AP3AU2BZ448381,2022-12-18
6,JA4AP3AU2BZ448381,Continental,Bentley,ID,Mojokerto,JA4AP3AU2BZ448381,2023-06-28
6,JA4AP3AU2BZ448381,Continental,Bentley,ID,Mojokerto,JA4AP3AU2BZ448381,2024-09-06
6,JM1NC2LF2E0871398,"Continental Super",Bentley,ID,Mojokerto,JM1NC2LF2E0871398,2022-05-26
6,JM1NC2LF2E0871398,"Continental Super",Bentley,ID,Mojokerto,JM1NC2LF2E0871398,2022-12-29
6,JM1NC2LF2E0871398,"Continental Super",Bentley,ID,Mojokerto,JM1NC2LF2E0871398,2023-06-14
6,JM1NC2LF2E0871398,"Continental Super",Bentley,ID,Mojokerto,JM1NC2LF2E0871398,2024-12-08
6,SCBLF44JX9C766659,"Ram 1500",Dodge,ID,Mojokerto,NULL,NULL
6,TRUUT28N011977774,Galant,Mitsubishi,ID,Mojokerto,NULL,NULL
6,WAUEF98E58A254802,Continental,Bentley,ID,Mojokerto,NULL,NULL
6,WAULT68E03A534408,"Econoline E350",Ford,ID,Mojokerto,NULL,NULL
6,WAUXG74F09N936604,Aurora,Oldsmobile,ID,Mojokerto,WAUXG74F09N936604,2023-01-07
6,WAUXG74F09N936604,Aurora,Oldsmobile,ID,Mojokerto,WAUXG74F09N936604,2023-10-09
6,YV1612FH9D2641071,"Ram 3500",Dodge,ID,Mojokerto,NULL,NULL
7,1D7CW3GKXAS673183,Sienna,Toyota,BR,"Ponte Nova",1D7CW3GKXAS673183,2022-05-22
7,1D7CW3GKXAS673183,Sienna,Toyota,BR,"Ponte Nova",1D7CW3GKXAS673183,2022-12-05
7,1D7CW3GKXAS673183,Sienna,Toyota,BR,"Ponte Nova",1D7CW3GKXAS673183,2023-08-15
7,1D7CW3GKXAS673183,Sienna,Toyota,BR,"Ponte Nova",1D7CW3GKXAS673183,2024-12-12
7,1FTSW2B53AE021793,Rendezvous,Buick,BR,"Ponte Nova",NULL,NULL
7,1G4PP5SK6D4158889,Boxster,Porsche,BR,"Ponte Nova",NULL,NULL
7,1G6DK1ED3B0968998,"Ram 3500",Dodge,BR,"Ponte Nova",1G6DK1ED3B0968998,2022-07-29
7,1G6DK1ED3B0968998,"Ram 3500",Dodge,BR,"Ponte Nova",1G6DK1ED3B0968998,2023-01-16
7,1G6DK1ED3B0968998,"Ram 3500",Dodge,BR,"Ponte Nova",1G6DK1ED3B0968998,2023-08-12
7,1G6DK1ED3B0968998,"Ram 3500",Dodge,BR,"Ponte Nova",1G6DK1ED3B0968998,2024-10-18
7,1GD21XEG2FZ306010,DeVille,Cadillac,BR,"Ponte Nova",1GD21XEG2FZ306010,2022-06-17
7,1GD21XEG2FZ306010,DeVille,Cadillac,BR,"Ponte Nova",1GD21XEG2FZ306010,2022-11-19
7,1GD21XEG2FZ306010,DeVille,Cadillac,BR,"Ponte Nova",1GD21XEG2FZ306010,2023-10-16
7,1GD21XEG2FZ306010,DeVille,Cadillac,BR,"Ponte Nova",1GD21XEG2FZ306010,2024-06-04
7,2C3CCAAG6DH551514,DeVille,Cadillac,BR,"Ponte Nova",NULL,NULL
7,2C3CCAJT0CH785840,"Ram 3500",Dodge,BR,"Ponte Nova",2C3CCAJT0CH785840,2022-07-01
7,2C3CCAJT0CH785840,"Ram 3500",Dodge,BR,"Ponte Nova",2C3CCAJT0CH785840,2022-12-18
7,2C3CCAJT0CH785840,"Ram 3500",Dodge,BR,"Ponte Nova",2C3CCAJT0CH785840,2023-06-09
7,2C3CCAJT0CH785840,"Ram 3500",Dodge,BR,"Ponte Nova",2C3CCAJT0CH785840,2024-12-26
7,2G4GS5EKXC9898791,Escalade,Cadillac,BR,"Ponte Nova",NULL,NULL
7,2G61W5S89E9182784,Q7,Audi,BR,"Ponte Nova",NULL,NULL
7,5GADV23W87D438509,C70,Volvo,BR,"Ponte Nova",5GADV23W87D438509,2022-08-07
7,5GADV23W87D438509,C70,Volvo,BR,"Ponte Nova",5GADV23W87D438509,2022-11-13
7,5GADV23W87D438509,C70,Volvo,BR,"Ponte Nova",5GADV23W87D438509,2023-06-27
7,5GADV23W87D438509,C70,Volvo,BR,"Ponte Nova",5GADV23W87D438509,2024-11-03
7,JTEBU5JR5D5814771,DeVille,Cadillac,BR,"Ponte Nova",NULL,NULL
7,WBABD53446P240061,FX,Infiniti,BR,"Ponte Nova",WBABD53446P240061,2023-01-01
7,WBABD53446P240061,FX,Infiniti,BR,"Ponte Nova",WBABD53446P240061,2023-05-22
7,WBAUT9C59AA104046,Escort,Ford,BR,"Ponte Nova",NULL,NULL
7,WP0AB2A97AS051086,525,BMW,BR,"Ponte Nova",WP0AB2A97AS051086,2022-11-04
7,WP0AB2A97AS051086,525,BMW,BR,"Ponte Nova",WP0AB2A97AS051086,2023-04-23
8,1FTEW1C81AK491211,911,Porsche,TH,Yasothon,1FTEW1C81AK491211,2022-07-22
8,1FTEW1C81AK491211,911,Porsche,TH,Yasothon,1FTEW1C81AK491211,2022-11-04
8,1FTEW1C81AK491211,911,Porsche,TH,Yasothon,1FTEW1C81AK491211,2023-08-27
8,1FTEW1C81AK491211,911,Porsche,TH,Yasothon,1FTEW1C81AK491211,2024-09-21
8,1G6DF5EY3B0111174,Impala,Chevrolet,TH,Yasothon,NULL,NULL
8,1HGCP2E47AA234410,Precis,Mitsubishi,TH,Yasothon,1HGCP2E47AA234410,2022-08-15
8,1HGCP2E47AA234410,Precis,Mitsubishi,TH,Yasothon,1HGCP2E47AA234410,2022-10-27
8,1HGCP2E47AA234410,Precis,Mitsubishi,TH,Yasothon,1HGCP2E47AA234410,2023-08-13
8,1HGCP2E47AA234410,Precis,Mitsubishi,TH,Yasothon,1HGCP2E47AA234410,2024-07-20
8,2V4RW3DGXBR652153,Prius,Toyota,TH,Yasothon,NULL,NULL
8,3N1CE2CP2EL723347,GX,Lexus,TH,Yasothon,3N1CE2CP2EL723347,2022-05-27
8,3N1CE2CP2EL723347,GX,Lexus,TH,Yasothon,3N1CE2CP2EL723347,2022-12-19
8,3N1CE2CP2EL723347,GX,Lexus,TH,Yasothon,3N1CE2CP2EL723347,2023-07-30
8,3N1CE2CP2EL723347,GX,Lexus,TH,Yasothon,3N1CE2CP2EL723347,2024-09-11
8,3VW4S7AT7EM739865,Edge,Ford,TH,Yasothon,NULL,NULL
8,4T1BK3DBXAU369213,Cavalier,Chevrolet,TH,Yasothon,4T1BK3DBXAU369213,2022-05-26
8,4T1BK3DBXAU369213,Cavalier,Chevrolet,TH,Yasothon,4T1BK3DBXAU369213,2022-12-04
8,4T1BK3DBXAU369213,Cavalier,Chevrolet,TH,Yasothon,4T1BK3DBXAU369213,2023-05-02
8,4T1BK3DBXAU369213,Cavalier,Chevrolet,TH,Yasothon,4T1BK3DBXAU369213,2024-07-17
8,5FRYD4H67FB162725,XL-7,Suzuki,TH,Yasothon,NULL,NULL
8,5UXFA135X4L356141,"Sierra 1500",GMC,TH,Yasothon,NULL,NULL
8,JHMZE2H56DS133326,Corvette,Chevrolet,TH,Yasothon,NULL,NULL
8,JN1AZ4EH6BM720255,VUE,Saturn,TH,Yasothon,JN1AZ4EH6BM720255,2022-07-05
8,JN1AZ4EH6BM720255,VUE,Saturn,TH,Yasothon,JN1AZ4EH6BM720255,2022-11-26
8,JN1AZ4EH6BM720255,VUE,Saturn,TH,Yasothon,JN1AZ4EH6BM720255,2023-07-06
8,JN1AZ4EH6BM720255,VUE,Saturn,TH,Yasothon,JN1AZ4EH6BM720255,2024-08-06
8,JTEBU5JR9A5647682,Pilot,Honda,TH,Yasothon,JTEBU5JR9A5647682,2022-08-03
8,JTEBU5JR9A5647682,Pilot,Honda,TH,Yasothon,JTEBU5JR9A5647682,2022-12-03
8,JTEBU5JR9A5647682,Pilot,Honda,TH,Yasothon,JTEBU5JR9A5647682,2023-08-10
8,JTEBU5JR9A5647682,Pilot,Honda,TH,Yasothon,JTEBU5JR9A5647682,2024-12-16
8,KNAGM4AD8F5783279,"B9 Tribeca",Subaru,TH,Yasothon,NULL,NULL
8,WA1LFBFP5CA749641,Firebird,Pontiac,TH,Yasothon,WA1LFBFP5CA749641,2023-01-06
8,WA1LFBFP5CA749641,Firebird,Pontiac,TH,Yasothon,WA1LFBFP5CA749641,2023-06-05
8,WAUDFAFL3CN093270,Probe,Ford,TH,Yasothon,NULL,NULL
8,WAUDG58E35A253824,Optima,Kia,TH,Yasothon,NULL,NULL
8,WAUMR44E17N841470,"Econoline E250",Ford,TH,Yasothon,WAUMR44E17N841470,2022-10-28
8,WAUMR44E17N841470,"Econoline E250",Ford,TH,Yasothon,WAUMR44E17N841470,2023-05-19
8,WAUMV94E29N758268,Tredia,Mitsubishi,TH,Yasothon,WAUMV94E29N758268,2023-01-10
8,WAUMV94E29N758268,Tredia,Mitsubishi,TH,Yasothon,WAUMV94E29N758268,2023-05-10
8,WBA1F5C51EV340854,Vantage,"Aston Martin",TH,Yasothon,NULL,NULL
8,WP0AA2A9XES460188,"Impala SS",Chevrolet,TH,Yasothon,WP0AA2A9XES460188,2022-11-17
8,WP0AA2A9XES460188,"Impala SS",Chevrolet,TH,Yasothon,WP0AA2A9XES460188,2023-06-29
9,1G6DK8EG8A0416804,"Silverado 2500",Chevrolet,CY,Kti,1G6DK8EG8A0416804,2022-06-23
9,1G6DK8EG8A0416804,"Silverado 2500",Chevrolet,CY,Kti,1G6DK8EG8A0416804,2022-12-24
9,1G6DK8EG8A0416804,"Silverado 2500",Chevrolet,CY,Kti,1G6DK8EG8A0416804,2023-07-07
9,1G6DK8EG8A0416804,"Silverado 2500",Chevrolet,CY,Kti,1G6DK8EG8A0416804,2024-05-30
9,1G6DS5E39D0543450,Touareg,Volkswagen,CY,Kti,1G6DS5E39D0543450,2022-06-26
9,1G6DS5E39D0543450,Touareg,Volkswagen,CY,Kti,1G6DS5E39D0543450,2022-12-05
9,1G6DS5E39D0543450,Touareg,Volkswagen,CY,Kti,1G6DS5E39D0543450,2023-05-31
9,1G6DS5E39D0543450,Touareg,Volkswagen,CY,Kti,1G6DS5E39D0543450,2024-12-04
9,1GYFK16229R228930,S60,Volvo,CY,Kti,1GYFK16229R228930,2022-06-02
9,1GYFK16229R228930,S60,Volvo,CY,Kti,1GYFK16229R228930,2023-01-13
9,1GYFK16229R228930,S60,Volvo,CY,Kti,1GYFK16229R228930,2023-08-24
9,1GYFK16229R228930,S60,Volvo,CY,Kti,1GYFK16229R228930,2024-11-23
9,1GYS4DEF7DR217123,Nubira,Daewoo,CY,Kti,1GYS4DEF7DR217123,2022-07-30
9,1GYS4DEF7DR217123,Nubira,Daewoo,CY,Kti,1GYS4DEF7DR217123,2022-12-23
9,1GYS4DEF7DR217123,Nubira,Daewoo,CY,Kti,1GYS4DEF7DR217123,2023-04-30
9,1GYS4DEF7DR217123,Nubira,Daewoo,CY,Kti,1GYS4DEF7DR217123,2024-12-31
9,1ZVBP8ANXA5745319,Cube,Nissan,CY,Kti,NULL,NULL
9,3D7TP2CT5BG109469,Q7,Audi,CY,Kti,NULL,NULL
9,JH4CW2H51DC084890,400E,Mercedes-Benz,CY,Kti,NULL,NULL
9,SCBBR9ZA0DC321591,Blazer,Chevrolet,CY,Kti,NULL,NULL
9,WAUEH64B31N509837,Astro,Chevrolet,CY,Kti,WAUEH64B31N509837,2022-11-03
9,WAUEH64B31N509837,Astro,Chevrolet,CY,Kti,WAUEH64B31N509837,2023-09-29
9,WBA3N7C53FK654435,XF,Jaguar,CY,Kti,WBA3N7C53FK654435,2022-11-18
9,WBA3N7C53FK654435,XF,Jaguar,CY,Kti,WBA3N7C53FK654435,2023-07-03
9,WBABW53474P086680,LFA,Lexus,CY,Kti,NULL,NULL
9,WBAVM5C55DV091349,E-Class,Mercedes-Benz,CY,Kti,WBAVM5C55DV091349,2022-12-03
9,WBAVM5C55DV091349,E-Class,Mercedes-Benz,CY,Kti,WBAVM5C55DV091349,2023-06-30
9,WBAYA6C52FD433280,TT,Audi,CY,Kti,WBAYA6C52FD433280,2022-10-22
9,WBAYA6C52FD433280,TT,Audi,CY,Kti,WBAYA6C52FD433280,2023-06-29
9,WP0AA2A98CS115044,Torino,Ford,CY,Kti,WP0AA2A98CS115044,2022-10-21
9,WP0AA2A98CS115044,Torino,Ford,CY,Kti,WP0AA2A98CS115044,2023-05-30
9,WUARL48H49K874825,Rio,Kia,CY,Kti,NULL,NULL
9,WVWED7AJ2BW700953,SC,Lexus,CY,Kti,NULL,NULL
10,1D4PU2GK8BW222388,RAV4,Toyota,MX,Reforma,NULL,NULL
10,1G6DX67D880612874,Explorer,Ford,MX,Reforma,1G6DX67D880612874,2022-07-14
10,1G6DX67D880612874,Explorer,Ford,MX,Reforma,1G6DX67D880612874,2022-11-22
10,1G6DX67D880612874,Explorer,Ford,MX,Reforma,1G6DX67D880612874,2023-08-10
10,1G6DX67D880612874,Explorer,Ford,MX,Reforma,1G6DX67D880612874,2024-07-12
10,3D73Y3CL1BG373825,Phaeton,Volkswagen,MX,Reforma,NULL,NULL
10,3GYFK66N55G408016,Milan,Mercury,MX,Reforma,3GYFK66N55G408016,2022-07-22
10,3GYFK66N55G408016,Milan,Mercury,MX,Reforma,3GYFK66N55G408016,2022-12-23
10,3GYFK66N55G408016,Milan,Mercury,MX,Reforma,3GYFK66N55G408016,2023-08-25
10,3GYFK66N55G408016,Milan,Mercury,MX,Reforma,3GYFK66N55G408016,2024-05-13
10,3GYFNJE4XAS280432,Tempo,Ford,MX,Reforma,NULL,NULL
10,3MZBM1K74EM067005,Q5,Audi,MX,Reforma,NULL,NULL
10,JM1NC2PF9F0554861,Corvette,Chevrolet,MX,Reforma,JM1NC2PF9F0554861,2022-07-10
10,JM1NC2PF9F0554861,Corvette,Chevrolet,MX,Reforma,JM1NC2PF9F0554861,2022-10-31
10,JM1NC2PF9F0554861,Corvette,Chevrolet,MX,Reforma,JM1NC2PF9F0554861,2023-08-07
10,JM1NC2PF9F0554861,Corvette,Chevrolet,MX,Reforma,JM1NC2PF9F0554861,2024-12-25
10,JTDKN3DU9B0471673,CL,Acura,MX,Reforma,NULL,NULL
10,SCBBB7ZH6BC912530,SJ,Suzuki,MX,Reforma,NULL,NULL
10,SCFFDAAE7BG989120,Pajero,Mitsubishi,MX,Reforma,NULL,NULL
10,WA1VFBFL5DA860617,Camaro,Chevrolet,MX,Reforma,NULL,NULL
10,WAUAF78E28A790724,Sorento,Kia,MX,Reforma,NULL,NULL
10,WAUDF98EX6A675780,Sportage,Kia,MX,Reforma,WAUDF98EX6A675780,2022-10-18
10,WAUDF98EX6A675780,Sportage,Kia,MX,Reforma,WAUDF98EX6A675780,2023-10-16
10,WAUDL94F96N369895,S90,Volvo,MX,Reforma,NULL,NULL
10,WAUEH78E47A360591,745,BMW,MX,Reforma,WAUEH78E47A360591,2022-11-25
10,WAUEH78E47A360591,745,BMW,MX,Reforma,WAUEH78E47A360591,2023-08-01
10,WAULV94E69N012353,MR2,Toyota,MX,Reforma,WAULV94E69N012353,2022-10-28
10,WAULV94E69N012353,MR2,Toyota,MX,Reforma,WAULV94E69N012353,2023-08-03
10,WBAEV33463K838532,G6,Pontiac,MX,Reforma,WBAEV33463K838532,2022-12-03
10,WBAEV33463K838532,G6,Pontiac,MX,Reforma,WBAEV33463K838532,2023-07-01
10,WBAKB83579C667391,Golf,Volkswagen,MX,Reforma,NULL,NULL
10,WBAUN7C5XCV668718,M3,BMW,MX,Reforma,NULL,NULL
10,WBAYE4C51DD949698,Impreza,Subaru,MX,Reforma,WBAYE4C51DD949698,2022-12-19
10,WBAYE4C51DD949698,Impreza,Subaru,MX,Reforma,WBAYE4C51DD949698,2023-09-10
10,WBS3U9C50FJ719208,"2500 Club Coupe",GMC,MX,Reforma,NULL,NULL
10,WDDLJ9BB3FA959642,850,Volvo,MX,Reforma,NULL,NULL
11,19UUA66238A137161,Riviera,Buick,RU,Shumyachi,19UUA66238A137161,2022-07-25
11,19UUA66238A137161,Riviera,Buick,RU,Shumyachi,19UUA66238A137161,2022-11-08
11,19UUA66238A137161,Riviera,Buick,RU,Shumyachi,19UUA66238A137161,2023-08-18
11,19UUA66238A137161,Riviera,Buick,RU,Shumyachi,19UUA66238A137161,2024-11-24
11,1C4NJCBA5FD005433,"Suburban 2500",GMC,RU,Shumyachi,NULL,NULL
11,1FAHP3E2XCL695638,"Santa Fe",Hyundai,RU,Shumyachi,1FAHP3E2XCL695638,2022-07-02
11,1FAHP3E2XCL695638,"Santa Fe",Hyundai,RU,Shumyachi,1FAHP3E2XCL695638,2022-11-07
11,1FAHP3E2XCL695638,"Santa Fe",Hyundai,RU,Shumyachi,1FAHP3E2XCL695638,2023-08-10
11,1FAHP3E2XCL695638,"Santa Fe",Hyundai,RU,Shumyachi,1FAHP3E2XCL695638,2024-09-16
11,1G4GC5ER7DF797971,Caravan,Dodge,RU,Shumyachi,NULL,NULL
11,1G6AF5S35D0253542,SLX,Acura,RU,Shumyachi,NULL,NULL
11,1G6KD54Y55U047960,Cabriolet,Volkswagen,RU,Shumyachi,1G6KD54Y55U047960,2022-06-09
11,1G6KD54Y55U047960,Cabriolet,Volkswagen,RU,Shumyachi,1G6KD54Y55U047960,2022-10-24
11,1G6KD54Y55U047960,Cabriolet,Volkswagen,RU,Shumyachi,1G6KD54Y55U047960,2023-05-04
11,1G6KD54Y55U047960,Cabriolet,Volkswagen,RU,Shumyachi,1G6KD54Y55U047960,2024-11-11
11,2G4WS55J051291559,Aerio,Suzuki,RU,Shumyachi,2G4WS55J051291559,2022-06-30
11,2G4WS55J051291559,Aerio,Suzuki,RU,Shumyachi,2G4WS55J051291559,2022-12-17
11,2G4WS55J051291559,Aerio,Suzuki,RU,Shumyachi,2G4WS55J051291559,2023-06-26
11,2G4WS55J051291559,Aerio,Suzuki,RU,Shumyachi,2G4WS55J051291559,2024-06-16
11,3D73M3CL4BG939956,Sunfire,Pontiac,RU,Shumyachi,3D73M3CL4BG939956,2022-05-16
11,3D73M3CL4BG939956,Sunfire,Pontiac,RU,Shumyachi,3D73M3CL4BG939956,2022-11-03
11,3D73M3CL4BG939956,Sunfire,Pontiac,RU,Shumyachi,3D73M3CL4BG939956,2023-06-19
11,3D73M3CL4BG939956,Sunfire,Pontiac,RU,Shumyachi,3D73M3CL4BG939956,2024-11-28
11,3D73M4EL0BG763717,Sunbird,Pontiac,RU,Shumyachi,3D73M4EL0BG763717,2022-08-05
11,3D73M4EL0BG763717,Sunbird,Pontiac,RU,Shumyachi,3D73M4EL0BG763717,2022-10-28
11,3D73M4EL0BG763717,Sunbird,Pontiac,RU,Shumyachi,3D73M4EL0BG763717,2023-09-17
11,3D73M4EL0BG763717,Sunbird,Pontiac,RU,Shumyachi,3D73M4EL0BG763717,2024-08-14
11,5N1BA0NC7FN770664,GT,Ford,RU,Shumyachi,NULL,NULL
11,JN1BY1AR5EM097056,"Grand Cherokee",Jeep,RU,Shumyachi,NULL,NULL
11,JTDBT4K39B1888419,"C8 Spyder Wide Body",Spyker,RU,Shumyachi,JTDBT4K39B1888419,2022-06-13
11,JTDBT4K39B1888419,"C8 Spyder Wide Body",Spyker,RU,Shumyachi,JTDBT4K39B1888419,2023-01-13
11,JTDBT4K39B1888419,"C8 Spyder Wide Body",Spyker,RU,Shumyachi,JTDBT4K39B1888419,2023-10-06
11,JTDBT4K39B1888419,"C8 Spyder Wide Body",Spyker,RU,Shumyachi,JTDBT4K39B1888419,2024-04-22
11,SALGR2VF5EA364969,"Defender 90","Land Rover",RU,Shumyachi,NULL,NULL
11,SCBLC37F25C294557,9000,Saab,RU,Shumyachi,NULL,NULL
11,SCFEBBBC7AG330408,Discovery,"Land Rover",RU,Shumyachi,SCFEBBBC7AG330408,2022-12-25
11,SCFEBBBC7AG330408,Discovery,"Land Rover",RU,Shumyachi,SCFEBBBC7AG330408,2023-06-21
11,WAU4FAFR3AA846305,Accord,Honda,RU,Shumyachi,NULL,NULL
11,WAUJC58E62A199378,Monza,Chevrolet,RU,Shumyachi,NULL,NULL
11,WAUMF98K09A051836,M,Infiniti,RU,Shumyachi,NULL,NULL
11,WAUSF98E08A638649,Legacy,Subaru,RU,Shumyachi,WAUSF98E08A638649,2022-11-20
11,WAUSF98E08A638649,Legacy,Subaru,RU,Shumyachi,WAUSF98E08A638649,2023-04-25
11,WAUVT64B73N732660,S-Series,Saturn,RU,Shumyachi,NULL,NULL
11,WBA3C3C53DF622220,"Yukon XL 1500",GMC,RU,Shumyachi,NULL,NULL
11,WBAGL63535D237465,"New Beetle",Volkswagen,RU,Shumyachi,WBAGL63535D237465,2022-12-13
11,WBAGL63535D237465,"New Beetle",Volkswagen,RU,Shumyachi,WBAGL63535D237465,2023-09-20
11,WBAWB3C59AP772970,Aspire,Ford,RU,Shumyachi,NULL,NULL
11,YV1382MW6A2721231,"Savana 1500",GMC,RU,Shumyachi,NULL,NULL
12,19XFA1E33AE000387,S80,Volvo,ID,"Banjar Bongangede",NULL,NULL
12,1FTMF1EW6AF154209,"HHR Panel",Chevrolet,ID,"Banjar Bongangede",NULL,NULL
12,1G6KF579X5U939541,Mazda3,Mazda,ID,"Banjar Bongangede",NULL,NULL
12,1N4AB7AP4EN886441,Marquis,Mercury,ID,"Banjar Bongangede",NULL,NULL
12,1N4AL3AP1EC713008,Sonata,Hyundai,ID,"Banjar Bongangede",1N4AL3AP1EC713008,2022-07-14
12,1N4AL3AP1EC713008,Sonata,Hyundai,ID,"Banjar Bongangede",1N4AL3AP1EC713008,2022-10-18
12,1N4AL3AP1EC713008,Sonata,Hyundai,ID,"Banjar Bongangede",1N4AL3AP1EC713008,2023-08-31
12,1N4AL3AP1EC713008,Sonata,Hyundai,ID,"Banjar Bongangede",1N4AL3AP1EC713008,2024-08-09
12,3C3CFFCR8FT736466,"Grand Prix",Pontiac,ID,"Banjar Bongangede",NULL,NULL
12,3D73Y4CL5BG082167,Vega,Chevrolet,ID,"Banjar Bongangede",3D73Y4CL5BG082167,2022-05-24
12,3D73Y4CL5BG082167,Vega,Chevrolet,ID,"Banjar Bongangede",3D73Y4CL5BG082167,2022-11-14
12,3D73Y4CL5BG082167,Vega,Chevrolet,ID,"Banjar Bongangede",3D73Y4CL5BG082167,2023-09-13
12,3D73Y4CL5BG082167,Vega,Chevrolet,ID,"Banjar Bongangede",3D73Y4CL5BG082167,2024-07-19
12,3N1CE2CP2FL363157,Discovery,"Land Rover",ID,"Banjar Bongangede",NULL,NULL
12,5FRYD3H48GB172402,MX-6,Mazda,ID,"Banjar Bongangede",NULL,NULL
12,5FRYD4H6XGB549819,Maxima,Nissan,ID,"Banjar Bongangede",NULL,NULL
12,JH4CU2E82EC686803,Stylus,Isuzu,ID,"Banjar Bongangede",NULL,NULL
12,JTHBL5EF0F1441378,Crossfire,Chrysler,ID,"Banjar Bongangede",JTHBL5EF0F1441378,2022-06-03
12,JTHBL5EF0F1441378,Crossfire,Chrysler,ID,"Banjar Bongangede",JTHBL5EF0F1441378,2022-11-05
